ingredient_name
Aqua
Glycerin
Butylene Glycol
Niacinamide
Polysorbate 20
Phenoxyethanol
Sodium Hyaluronate
Caprylyl Glycol
Hexylene Glycol
Citric Acid
Sodium Citrate
Tocopheryl Acetate
Panthenol
Xanthan Gum
Disodium EDTA
Lactobacillus Ferment
Lactococcus Ferment Lysate
Bifida Ferment Lysate
Saccharomyces Ferment
Aspergillus Ferment
Maltodextrin
Alcohol
Parfum
Limonene
Linalool
Citronellol
Geraniol
Benzyl Salicylate
Alpha-Isomethyl Ionone
Benzyl Alcohol
CI 19140
CI 42090
