ingredient_name
Water
Bifida Ferment Lysate
Butylene Glycol
Lactococcus/Zinc Ferment Lysate
Biosaccharide Gum-1
Centella Asiatica Extract
Peg-4
Trehalose
Panthenol
Arginine
Phenoxyethanol
Hydrogenated Lecithin
Ammonium Acrylate Copolymer
Citric Acid
Succinic Acid
Bisabolol
Sodium Hyaluronate
Coleus Forskohlii Root Extract
Glycerin
Oleth-3 Phosphate
Disodium Edta
Sodium Rna
Cholesterol
Lethicin
Yeast Extract
Caprylyl Glycol
Triethanolamine
Ethylene/Acrylic Acid Copolymer
Hexylene Glycol
Caffeine
Adenosine
Laminaria Saccharina Extract
Xantha Gum
Potassium Sorbate
Ammonium Hydroxide
Hexapeptide-9
Limonene
