ingredient_name
Aqua
Glycerin
Cetearyl Alcohol
Ceteareth-20
Cetyl Alcohol
Potassium Phosphate
Ceramide NP
Ceramide AP
Ceramide EOP
Carbomer
Dimethicone
Propylene Glycol
Behentrimonium Methosulfate
Sodium Hydroxide
Sodium Lauroyl Lactylate
Cholesterol
Phenoxyethanol
Disodium EDTA
Tocopherol
Phytosphingosine
Xanthan Gum
Hydrogenated Palm Glycerides
Ethylhexylglycerin
